[1, 4, 5, 7, 13, 14, 15, 19, 20, 21, 25, 26, 27, 31, 32, 33, 37, 40, 41]
[1, 4, 5, 7, 13, 14, 15, 19, 20, 21, 25, 26, 27, 31, 32, 33, 37, 40, 41]
[1, 4, 5, 7, 13, 14, 15, 19, 20, 21, 25, 26, 27, 31, 32, 33, 37, 40, 41]
[1, 4, 5, 7, 13, 14, 15, 19, 20, 21, 25, 26, 27, 31, 32, 33, 37, 40, 41]
[1, 4, 5, 7, 13, 14, 15, 19, 20, 21, 25, 26, 27, 31, 32, 33, 37, 40, 41]
[1, 4, 5, 7, 13, 14, 15, 19, 20, 21, 25, 26, 27, 31, 32, 33, 37, 40, 41]
[1, 4, 5, 7, 13, 14, 15, 19, 20, 21, 25, 26, 27, 31, 32, 33, 37, 40, 41]
[1, 4, 5, 7, 13, 14, 15, 19, 20, 21, 25, 26, 27, 31, 32, 33, 37, 40, 41]
[1, 4, 5, 7, 13, 14, 15, 19, 20, 21, 25, 26, 27, 31, 32, 33, 37, 40, 41]
[1, 4, 5, 7, 13, 14, 15, 19, 20, 21, 25, 26, 27, 31, 32, 33, 37, 40, 41]
[1, 4, 5, 7, 13, 14, 15, 19, 20, 21, 25, 26, 27, 31, 32, 33, 37, 40, 41]
[1, 4, 5, 7, 13, 14, 15, 19, 20, 21, 25, 26, 27, 31, 32, 33, 37, 40, 41]
[1, 4, 5, 7, 13, 14, 15, 19, 20, 21, 25, 26, 27, 31, 32, 33, 37, 40, 41]
[1, 4, 5, 7, 13, 14, 15, 19, 20, 21, 25, 26, 27, 31, 32, 33, 37, 40, 41]
[1, 4, 5, 7, 13, 14, 15, 19, 20, 21, 25, 26, 27, 31, 32, 33, 37, 40, 41]
[1, 4, 5, 7, 13, 14, 15, 19, 20, 21, 25, 26, 27, 31, 32, 33, 37, 40, 41]
[1, 4, 5, 7, 13, 14, 15, 19, 20, 21, 25, 26, 27, 31, 32, 33, 37, 40, 41]
[1, 4, 5, 7, 13, 14, 15, 19, 20, 21, 25, 26, 27, 31, 32, 33, 37, 40, 41]
[1, 4, 5, 7, 13, 14, 15, 19, 20, 21, 25, 26, 27, 31, 32, 33, 37, 40, 41]
[1, 4, 5, 7, 13, 14, 15, 19, 20, 21, 25, 26, 27, 31, 32, 33, 37, 40, 41]
[1, 4, 5, 7, 13, 14, 15, 19, 20, 21, 25, 26, 27, 31, 32, 33, 37, 40, 41]
[1, 4, 5, 7, 13, 14, 15, 19, 20, 21, 25, 26, 27, 31, 32, 33, 37, 40, 41]
[1, 4, 5, 7, 13, 14, 15, 19, 20, 21, 25, 26, 27, 31, 32, 33, 37, 40, 41]
[1, 4, 5, 7, 13, 14, 15, 19, 20, 21, 25, 26, 27, 31, 32, 33, 37, 40, 41]
[1, 4, 5, 7, 13, 14, 15, 19, 20, 21, 25, 26, 27, 31, 32, 33, 37, 40, 41]
[1, 4, 5, 7, 13, 14, 15, 19, 20, 21, 25, 26, 27, 31, 32, 33, 37, 40, 41]
[1, 4, 5, 7, 13, 14, 15, 19, 20, 21, 25, 26, 27, 31, 32, 33, 37, 40, 41]
[0, 4, 5, 7, 13, 16, 17, 19, 22, 23, 25, 28, 29, 31, 34, 35, 37, 40, 41]
[1, 4, 5, 7, 13, 16, 17, 19, 22, 23, 25, 28, 29, 31, 34, 35, 37, 40, 41]
[1, 4, 5, 7, 13, 16, 17, 19, 22, 23, 25, 28, 29, 31, 34, 35, 37, 40, 41]
[1, 4, 5, 7, 13, 16, 17, 19, 22, 23, 25, 28, 29, 31, 34, 35, 37, 40, 41]
[1, 4, 5, 7, 13, 16, 17, 19, 22, 23, 25, 28, 29, 31, 34, 35, 37, 40, 41]
[1, 4, 5, 7, 13, 16, 17, 19, 22, 23, 25, 28, 29, 31, 34, 35, 37, 40, 41]
[1, 4, 5, 7, 13, 16, 17, 19, 22, 23, 25, 28, 29, 31, 34, 35, 37, 40, 41]
[1, 4, 5, 7, 13, 16, 17, 19, 22, 23, 25, 28, 29, 31, 34, 35, 37, 40, 41]
[1, 4, 5, 7, 13, 16, 17, 19, 22, 23, 25, 28, 29, 31, 34, 35, 37, 40, 41]
[1, 4, 5, 7, 13, 16, 17, 19, 22, 23, 25, 28, 29, 31, 34, 35, 37, 40, 41]
[1, 4, 5, 7, 13, 16, 17, 19, 22, 23, 25, 28, 29, 31, 34, 35, 37, 40, 41]
[1, 4, 5, 7, 13, 16, 17, 19, 22, 23, 25, 28, 29, 31, 34, 35, 37, 40, 41]
[1, 4, 5, 7, 13, 16, 17, 19, 22, 23, 25, 28, 29, 31, 34, 35, 37, 40, 41]
[1, 4, 5, 7, 13, 16, 17, 19, 22, 23, 25, 28, 29, 31, 34, 35, 37, 40, 41]
[1, 4, 5, 7, 13, 16, 17, 19, 22, 23, 25, 28, 29, 31, 34, 35, 37, 40, 41]
[1, 4, 5, 7, 13, 16, 17, 19, 22, 23, 25, 28, 29, 31, 34, 35, 37, 40, 41]
[1, 4, 5, 7, 13, 16, 17, 19, 22, 23, 25, 28, 29, 31, 34, 35, 37, 40, 41]
[1, 4, 5, 7, 13, 16, 17, 19, 22, 23, 25, 28, 29, 31, 34, 35, 37, 40, 41]
[1, 4, 5, 7, 13, 16, 17, 19, 22, 23, 25, 28, 29, 31, 34, 35, 37, 40, 41]
[1, 4, 5, 7, 13, 16, 17, 19, 22, 23, 25, 28, 29, 31, 34, 35, 37, 40, 41]
[1, 4, 5, 7, 13, 16, 17, 19, 22, 23, 25, 28, 29, 31, 34, 35, 37, 40, 41]
[1, 4, 5, 7, 13, 16, 17, 19, 22, 23, 25, 28, 29, 31, 34, 35, 37, 40, 41]
[1, 4, 5, 7, 13, 16, 17, 19, 22, 23, 25, 28, 29, 31, 34, 35, 37, 40, 41]
[1, 4, 5, 7, 13, 16, 17, 19, 22, 23, 25, 28, 29, 31, 34, 35, 37, 40, 41]
[1, 4, 5, 7, 13, 16, 17, 19, 22, 23, 25, 28, 29, 31, 34, 35, 37, 40, 41]
[1, 4, 5, 7, 13, 16, 17, 19, 22, 23, 25, 28, 29, 31, 34, 35, 37, 40, 41]
[1, 4, 5, 7, 13, 16, 17, 19, 22, 23, 25, 28, 29, 31, 34, 35, 37, 40, 41]
[1, 4, 5, 7, 13, 16, 17, 19, 22, 23, 25, 28, 29, 31, 34, 35, 37, 40, 41]
[1, 4, 5, 7, 13, 16, 17, 19, 22, 23, 25, 28, 29, 31, 34, 35, 37, 40, 41]
[1, 4, 5, 7, 13, 16, 17, 19, 22, 23, 25, 28, 29, 31, 34, 35, 37, 40, 41]
[0, 4, 5, 7, 13, 14, 15, 19, 20, 21, 25, 26, 27, 31, 32, 33, 37, 38, 39]
[1, 4, 5, 7, 13, 14, 15, 19, 20, 21, 25, 26, 27, 31, 32, 33, 37, 38, 39]
[1, 4, 5, 7, 13, 14, 15, 19, 20, 21, 25, 26, 27, 31, 32, 33, 37, 38, 39]
[1, 4, 5, 7, 13, 14, 15, 19, 20, 21, 25, 26, 27, 31, 32, 33, 37, 38, 39]
[1, 4, 5, 7, 13, 14, 15, 19, 20, 21, 25, 26, 27, 31, 32, 33, 37, 38, 39]
[1, 4, 5, 7, 13, 14, 15, 19, 20, 21, 25, 26, 27, 31, 32, 33, 37, 38, 39]
[1, 4, 5, 7, 13, 14, 15, 19, 20, 21, 25, 26, 27, 31, 32, 33, 37, 38, 39]
[1, 4, 5, 7, 13, 14, 15, 19, 20, 21, 25, 26, 27, 31, 32, 33, 37, 38, 39]
[1, 4, 5, 7, 13, 14, 15, 19, 20, 21, 25, 26, 27, 31, 32, 33, 37, 38, 39]
[1, 4, 5, 7, 13, 14, 15, 19, 20, 21, 25, 26, 27, 31, 32, 33, 37, 38, 39]
[1, 4, 5, 7, 13, 14, 15, 19, 20, 21, 25, 26, 27, 31, 32, 33, 37, 38, 39]
[1, 4, 5, 7, 13, 14, 15, 19, 20, 21, 25, 26, 27, 31, 32, 33, 37, 38, 39]
[1, 4, 5, 7, 13, 14, 15, 19, 20, 21, 25, 26, 27, 31, 32, 33, 37, 38, 39]
[1, 4, 5, 7, 13, 14, 15, 19, 20, 21, 25, 26, 27, 31, 32, 33, 37, 38, 39]
[1, 4, 5, 7, 13, 14, 15, 19, 20, 21, 25, 26, 27, 31, 32, 33, 37, 38, 39]
[1, 4, 5, 7, 13, 14, 15, 19, 20, 21, 25, 26, 27, 31, 32, 33, 37, 40, 41]
[1, 4, 5, 7, 13, 14, 15, 19, 20, 21, 25, 26, 27, 31, 32, 33, 37, 38, 39]
[1, 4, 5, 7, 13, 14, 15, 19, 20, 21, 25, 26, 27, 31, 32, 33, 37, 40, 41]
[1, 4, 5, 7, 13, 14, 15, 19, 20, 21, 25, 26, 27, 31, 32, 33, 37, 38, 39]
[1, 4, 5, 7, 13, 14, 15, 19, 20, 21, 25, 26, 27, 31, 32, 33, 37, 38, 39]
[1, 4, 5, 7, 13, 14, 15, 19, 20, 21, 25, 26, 27, 31, 32, 33, 37, 38, 39]
[1, 4, 5, 7, 13, 14, 15, 19, 20, 21, 25, 26, 27, 31, 32, 33, 37, 38, 39]
[1, 4, 5, 7, 13, 14, 15, 19, 20, 21, 25, 26, 27, 31, 32, 33, 37, 38, 39]
[1, 4, 5, 7, 13, 14, 15, 19, 20, 21, 25, 26, 27, 31, 32, 33, 37, 38, 39]
[1, 4, 5, 7, 13, 14, 15, 19, 20, 21, 25, 26, 27, 31, 32, 33, 37, 38, 39]
[1, 4, 5, 7, 13, 14, 15, 19, 20, 21, 25, 26, 27, 31, 32, 33, 37, 38, 39]
[1, 4, 5, 7, 13, 14, 15, 19, 20, 21, 25, 26, 27, 31, 32, 33, 37, 40, 41]
[1, 4, 5, 7, 13, 14, 15, 19, 20, 21, 25, 26, 27, 31, 32, 33, 37, 40, 41]
[1, 4, 5, 7, 13, 14, 15, 19, 20, 21, 25, 26, 27, 31, 32, 33, 37, 38, 39]
[1, 4, 5, 7, 13, 14, 15, 19, 20, 21, 25, 26, 27, 31, 32, 33, 37, 38, 39]
[0, 4, 5, 7, 13, 16, 17, 19, 22, 23, 25, 28, 29, 31, 34, 35, 37, 40, 41]
[1, 4, 5, 7, 13, 16, 17, 19, 22, 23, 25, 28, 29, 31, 34, 35, 37, 40, 41]
[1, 4, 5, 7, 13, 16, 17, 19, 22, 23, 25, 28, 29, 31, 34, 35, 37, 40, 41]
[1, 4, 5, 7, 13, 16, 17, 19, 22, 23, 25, 28, 29, 31, 34, 35, 37, 40, 41]
[1, 4, 5, 7, 13, 16, 17, 19, 22, 23, 25, 28, 29, 31, 34, 35, 37, 40, 41]
[1, 4, 5, 7, 13, 16, 17, 19, 22, 23, 25, 28, 29, 31, 34, 35, 37, 40, 41]
[1, 4, 5, 7, 13, 16, 17, 19, 22, 23, 25, 28, 29, 31, 34, 35, 37, 40, 41]
[1, 4, 5, 7, 13, 16, 17, 19, 22, 23, 25, 28, 29, 31, 34, 35, 37, 40, 41]
[1, 4, 5, 7, 13, 16, 17, 19, 22, 23, 25, 28, 29, 31, 34, 35, 37, 40, 41]
[1, 4, 5, 7, 13, 16, 17, 19, 22, 23, 25, 28, 29, 31, 34, 35, 37, 40, 41]
[1, 4, 5, 7, 13, 16, 17, 19, 22, 23, 25, 28, 29, 31, 34, 35, 37, 40, 41]
[1, 4, 5, 7, 13, 16, 17, 19, 22, 23, 25, 28, 29, 31, 34, 35, 37, 40, 41]
[1, 4, 5, 7, 13, 16, 17, 19, 22, 23, 25, 28, 29, 31, 34, 35, 37, 40, 41]
[1, 4, 5, 7, 13, 16, 17, 19, 22, 23, 25, 28, 29, 31, 34, 35, 37, 40, 41]
[1, 4, 5, 7, 13, 16, 17, 19, 22, 23, 25, 28, 29, 31, 34, 35, 37, 40, 41]
[1, 4, 5, 7, 13, 16, 17, 19, 22, 23, 25, 28, 29, 31, 34, 35, 37, 40, 41]
[1, 4, 5, 7, 13, 16, 17, 19, 22, 23, 25, 28, 29, 31, 34, 35, 37, 40, 41]
[1, 4, 5, 7, 13, 16, 17, 19, 22, 23, 25, 28, 29, 31, 34, 35, 37, 40, 41]
[1, 4, 5, 7, 13, 16, 17, 19, 22, 23, 25, 28, 29, 31, 34, 35, 37, 40, 41]
[1, 4, 5, 7, 13, 16, 17, 19, 22, 23, 25, 28, 29, 31, 34, 35, 37, 40, 41]
[1, 4, 5, 7, 13, 16, 17, 19, 22, 23, 25, 28, 29, 31, 34, 35, 37, 40, 41]
[1, 4, 5, 7, 13, 16, 17, 19, 22, 23, 25, 28, 29, 31, 34, 35, 37, 40, 41]
[1, 4, 5, 7, 13, 16, 17, 19, 22, 23, 25, 28, 29, 31, 34, 35, 37, 40, 41]
[1, 4, 5, 7, 13, 16, 17, 19, 22, 23, 25, 28, 29, 31, 34, 35, 37, 40, 41]
[1, 4, 5, 7, 13, 16, 17, 19, 22, 23, 25, 28, 29, 31, 34, 35, 37, 40, 41]
[1, 4, 5, 7, 13, 16, 17, 19, 22, 23, 25, 28, 29, 31, 34, 35, 37, 40, 41]
[1, 4, 5, 7, 13, 16, 17, 19, 22, 23, 25, 28, 29, 31, 34, 35, 37, 40, 41]
[1, 4, 5, 7, 13, 16, 17, 19, 22, 23, 25, 28, 29, 31, 34, 35, 37, 40, 41]
[1, 4, 5, 7, 13, 16, 17, 19, 22, 23, 25, 28, 29, 31, 34, 35, 37, 40, 41]
[1, 4, 5, 7, 13, 16, 17, 19, 22, 23, 25, 28, 29, 31, 34, 35, 37, 40, 41]
[1, 4, 5, 7, 13, 16, 17, 19, 22, 23, 25, 28, 29, 31, 34, 35, 37, 40, 41]
[1, 4, 5, 7, 13, 16, 17, 19, 22, 23, 25, 28, 29, 31, 34, 35, 37, 40, 41]
[1, 4, 5, 7, 13, 16, 17, 19, 22, 23, 25, 28, 29, 31, 34, 35, 37, 38, 39]
[1, 4, 5, 7, 13, 16, 17, 19, 22, 23, 25, 28, 29, 31, 34, 35, 37, 38, 39]
[1, 4, 5, 7, 13, 16, 17, 19, 22, 23, 25, 28, 29, 31, 34, 35, 37, 38, 39]
[1, 4, 5, 7, 13, 16, 17, 19, 22, 23, 25, 28, 29, 31, 34, 35, 37, 38, 39]
[1, 4, 5, 7, 13, 16, 17, 19, 22, 23, 25, 28, 29, 31, 34, 35, 37, 38, 39]
[1, 4, 5, 7, 13, 16, 17, 19, 22, 23, 25, 28, 29, 31, 34, 35, 37, 38, 39]
[1, 4, 5, 7, 13, 16, 17, 19, 22, 23, 25, 28, 29, 31, 34, 35, 37, 38, 39]
[1, 4, 5, 7, 13, 16, 17, 19, 22, 23, 25, 28, 29, 31, 34, 35, 37, 38, 39]
[1, 4, 5, 7, 13, 16, 17, 19, 22, 23, 25, 28, 29, 31, 34, 35, 37, 38, 39]
[1, 4, 5, 7, 13, 16, 17, 19, 22, 23, 25, 28, 29, 31, 34, 35, 37, 38, 39]
[1, 4, 5, 7, 13, 16, 17, 19, 22, 23, 25, 28, 29, 31, 34, 35, 37, 38, 39]
[1, 4, 5, 7, 13, 16, 17, 19, 22, 23, 25, 28, 29, 31, 34, 35, 37, 38, 39]
[1, 4, 5, 7, 13, 16, 17, 19, 22, 23, 25, 28, 29, 31, 34, 35, 37, 38, 39]
[1, 4, 5, 7, 13, 16, 17, 19, 22, 23, 25, 28, 29, 31, 34, 35, 37, 40, 41]
[1, 4, 5, 7, 13, 16, 17, 19, 22, 23, 25, 28, 29, 31, 34, 35, 37, 40, 41]
[1, 4, 5, 7, 13, 16, 17, 19, 22, 23, 25, 28, 29, 31, 34, 35, 37, 40, 41]
[1, 4, 5, 7, 13, 16, 17, 19, 22, 23, 25, 28, 29, 31, 34, 35, 37, 40, 41]
[1, 4, 5, 7, 13, 16, 17, 19, 22, 23, 25, 28, 29, 31, 34, 35, 37, 40, 41]
[1, 4, 5, 7, 13, 16, 17, 19, 22, 23, 25, 28, 29, 31, 34, 35, 37, 40, 41]
[1, 4, 5, 7, 13, 16, 17, 19, 22, 23, 25, 28, 29, 31, 34, 35, 37, 38, 39]
[1, 4, 5, 7, 13, 16, 17, 19, 22, 23, 25, 28, 29, 31, 34, 35, 37, 38, 39]
[1, 4, 5, 7, 13, 16, 17, 19, 22, 23, 25, 28, 29, 31, 34, 35, 37, 38, 39]
[1, 4, 5, 7, 13, 16, 17, 19, 22, 23, 25, 28, 29, 31, 34, 35, 37, 38, 39]
[1, 4, 5, 7, 13, 16, 17, 19, 22, 23, 25, 28, 29, 31, 34, 35, 37, 38, 39]
[1, 4, 5, 7, 13, 16, 17, 19, 22, 23, 25, 28, 29, 31, 34, 35, 37, 38, 39]
[1, 4, 5, 7, 13, 16, 17, 19, 22, 23, 25, 28, 29, 31, 34, 35, 37, 40, 41]
[1, 4, 5, 7, 13, 16, 17, 19, 22, 23, 25, 28, 29, 31, 34, 35, 37, 40, 41]
[1, 4, 5, 7, 13, 16, 17, 19, 22, 23, 25, 28, 29, 31, 34, 35, 37, 40, 41]
[1, 2, 3, 6, 13, 14, 15, 19, 20, 21, 25, 26, 27, 31, 34, 35, 37, 40, 41]
[1, 4, 5, 7, 13, 16, 17, 19, 22, 23, 25, 28, 29, 31, 34, 35, 37, 40, 41]
[1, 4, 5, 6, 13, 14, 15, 19, 20, 21, 25, 26, 27, 31, 32, 33, 37, 40, 41]
[1, 4, 5, 6, 13, 14, 15, 19, 20, 21, 25, 26, 27, 31, 32, 33, 37, 40, 41]
[1, 4, 5, 6, 13, 14, 15, 19, 20, 21, 25, 26, 27, 31, 34, 35, 37, 40, 41]
[1, 4, 5, 6, 13, 16, 17, 19, 22, 23, 25, 28, 29, 31, 34, 35, 37, 40, 41]
[1, 4, 5, 6, 13, 14, 15, 18, 22, 23, 25, 26, 27, 31, 34, 35, 37, 40, 41]
[1, 4, 5, 6, 13, 14, 15, 19, 22, 23, 25, 28, 29, 31, 34, 35, 37, 40, 41]
[1, 4, 5, 6, 13, 16, 17, 19, 22, 23, 25, 26, 27, 31, 32, 33, 37, 40, 41]
[1, 4, 5, 6, 13, 14, 15, 19, 20, 21, 25, 26, 27, 31, 32, 33, 37, 40, 41]
[1, 4, 5, 6, 13, 14, 15, 19, 22, 23, 25, 26, 27, 31, 34, 35, 37, 40, 41]
[1, 4, 5, 6, 13, 16, 17, 19, 22, 23, 25, 28, 29, 31, 34, 35, 37, 40, 41]
[1, 4, 5, 6, 13, 16, 17, 19, 22, 23, 25, 28, 29, 31, 34, 35, 37, 40, 41]
[1, 4, 5, 6, 13, 16, 17, 19, 22, 23, 25, 28, 29, 31, 34, 35, 37, 40, 41]
[1, 4, 5, 6, 13, 16, 17, 19, 22, 23, 25, 28, 29, 31, 34, 35, 37, 40, 41]
[1, 4, 5, 6, 13, 16, 17, 19, 22, 23, 25, 28, 29, 31, 34, 35, 37, 40, 41]
[1, 4, 5, 6, 13, 16, 17, 19, 22, 23, 25, 28, 29, 31, 34, 35, 37, 40, 41]
[1, 4, 5, 6, 13, 16, 17, 19, 22, 23, 25, 28, 29, 31, 34, 35, 37, 40, 41]
[1, 4, 5, 6, 13, 16, 17, 19, 22, 23, 25, 28, 29, 31, 34, 35, 37, 40, 41]
[1, 4, 5, 6, 13, 16, 17, 19, 22, 23, 25, 28, 29, 31, 34, 35, 37, 40, 41]
[1, 4, 5, 6, 13, 16, 17, 19, 22, 23, 25, 28, 29, 31, 34, 35, 37, 40, 41]
[1, 4, 5, 6, 13, 16, 17, 19, 22, 23, 25, 28, 29, 31, 34, 35, 37, 40, 41]
[1, 4, 5, 6, 13, 16, 17, 19, 22, 23, 25, 28, 29, 31, 34, 35, 37, 40, 41]
[1, 4, 5, 6, 13, 16, 17, 19, 22, 23, 25, 28, 29, 31, 34, 35, 37, 40, 41]
[1, 4, 5, 6, 13, 16, 17, 19, 22, 23, 25, 28, 29, 31, 34, 35, 37, 38, 39]
[1, 4, 5, 6, 13, 16, 17, 19, 22, 23, 25, 28, 29, 31, 34, 35, 37, 40, 41]
[1, 4, 5, 6, 13, 16, 17, 19, 22, 23, 25, 28, 29, 31, 34, 35, 37, 40, 41]
[1, 4, 5, 6, 13, 16, 17, 19, 22, 23, 25, 28, 29, 31, 34, 35, 37, 40, 41]
[1, 4, 5, 6, 13, 16, 17, 19, 22, 23, 25, 28, 29, 31, 34, 35, 37, 40, 41]
[1, 2, 3, 7, 13, 14, 15, 19, 20, 21, 25, 26, 27, 31, 32, 33, 37, 40, 41]
[0, 4, 5, 7, 13, 14, 15, 19, 20, 21, 25, 26, 27, 31, 32, 33, 37, 40, 41]
[1, 4, 5, 7, 13, 14, 15, 19, 20, 21, 25, 26, 27, 31, 32, 33, 37, 40, 41]
[1, 4, 5, 7, 13, 14, 15, 19, 20, 21, 25, 26, 27, 31, 32, 33, 37, 40, 41]
[1, 4, 5, 7, 13, 14, 15, 19, 20, 21, 25, 26, 27, 31, 32, 33, 37, 40, 41]
[1, 4, 5, 7, 13, 14, 15, 19, 20, 21, 25, 26, 27, 31, 32, 33, 37, 40, 41]
[1, 4, 5, 7, 13, 14, 15, 19, 20, 21, 25, 26, 27, 31, 32, 33, 37, 40, 41]
[1, 4, 5, 7, 13, 14, 15, 19, 20, 21, 25, 26, 27, 31, 32, 33, 37, 40, 41]
[1, 4, 5, 7, 13, 14, 15, 19, 20, 21, 25, 26, 27, 31, 32, 33, 37, 40, 41]
[1, 4, 5, 7, 13, 14, 15, 19, 20, 21, 25, 26, 27, 31, 32, 33, 37, 40, 41]
[1, 4, 5, 7, 13, 14, 15, 19, 20, 21, 25, 26, 27, 31, 32, 33, 37, 40, 41]
[1, 4, 5, 7, 13, 14, 15, 19, 20, 21, 25, 26, 27, 31, 32, 33, 37, 40, 41]
[1, 4, 5, 7, 13, 14, 15, 19, 20, 21, 25, 26, 27, 31, 32, 33, 37, 40, 41]
[1, 4, 5, 7, 13, 14, 15, 19, 20, 21, 25, 26, 27, 31, 32, 33, 37, 40, 41]
[1, 4, 5, 7, 13, 14, 15, 19, 20, 21, 25, 26, 27, 31, 32, 33, 37, 40, 41]
[1, 4, 5, 7, 13, 14, 15, 19, 20, 21, 25, 26, 27, 31, 32, 33, 37, 40, 41]
[1, 4, 5, 7, 13, 14, 15, 19, 20, 21, 25, 26, 27, 31, 32, 33, 37, 40, 41]
[1, 4, 5, 7, 13, 14, 15, 19, 20, 21, 25, 26, 27, 31, 32, 33, 37, 40, 41]
[1, 4, 5, 7, 13, 14, 15, 19, 20, 21, 25, 26, 27, 31, 32, 33, 37, 40, 41]
[1, 4, 5, 7, 13, 14, 15, 19, 20, 21, 25, 26, 27, 31, 32, 33, 37, 40, 41]
[1, 4, 5, 7, 13, 14, 15, 19, 20, 21, 25, 26, 27, 31, 32, 33, 37, 40, 41]
[1, 4, 5, 7, 13, 14, 15, 19, 20, 21, 25, 26, 27, 31, 32, 33, 37, 40, 41]
[1, 4, 5, 7, 13, 14, 15, 19, 20, 21, 25, 26, 27, 31, 32, 33, 37, 40, 41]
[1, 4, 5, 7, 13, 14, 15, 19, 20, 21, 25, 26, 27, 31, 32, 33, 37, 40, 41]
[1, 4, 5, 7, 13, 14, 15, 19, 20, 21, 25, 26, 27, 31, 32, 33, 37, 40, 41]
[1, 4, 5, 7, 13, 14, 15, 19, 20, 21, 25, 26, 27, 31, 32, 33, 37, 40, 41]
[1, 4, 5, 7, 13, 14, 15, 19, 20, 21, 25, 26, 27, 31, 32, 33, 37, 40, 41]
[1, 4, 5, 7, 13, 14, 15, 19, 20, 21, 25, 26, 27, 31, 32, 33, 37, 40, 41]
[1, 4, 5, 7, 13, 14, 15, 19, 20, 21, 25, 26, 27, 31, 32, 33, 37, 40, 41]
[1, 4, 5, 7, 13, 14, 15, 19, 20, 21, 25, 26, 27, 31, 32, 33, 37, 40, 41]
[1, 2, 3, 7, 13, 16, 17, 19, 22, 23, 25, 28, 29, 31, 34, 35, 37, 40, 41]
[0, 4, 5, 7, 13, 16, 17, 19, 22, 23, 25, 28, 29, 31, 34, 35, 37, 40, 41]
[1, 4, 5, 7, 13, 16, 17, 19, 22, 23, 25, 28, 29, 31, 34, 35, 37, 40, 41]
